,State,Issuer_Name,Issuer_ID,Plan_ID,Plan_Type,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Enrollment_Data,Disenrollment_Data,ReportingUnitID,OverallRatingValue,MedicalCareRatingValue,MemberExperienceRatingValue,PlanAdministratioatingValue
3212,VA,Cigna Health and Life Insurance Company,41921,41921VA0020006,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,111352,13249,251,2577,396,5662,1511,5429,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,2617,449,41921-VA-EPO,3,3,2,3
3213,VA,Cigna Health and Life Insurance Company,41921,41921VA0020012,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,167563,16028,82,4369,213,4245,666,10822,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,10523,1272,41921-VA-EPO,3,3,2,3
3214,VA,Cigna Health and Life Insurance Company,41921,41921VA0020018,EPO,Gold,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,220821,23909,268,6262,195,6431,1497,15518,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,7500,932,41921-VA-EPO,3,3,2,3
3215,VA,Cigna Health and Life Insurance Company,41921,41921VA0020029,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,254272,27428,359,5913,1702,10240,4342,10785,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,7215,1983,41921-VA-EPO,3,3,2,3
3216,VA,Cigna Health and Life Insurance Company,41921,41921VA0020015,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,302389,31124,301,6494,234,9212,1586,19791,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,9735,1238,41921-VA-EPO,3,3,2,3
3217,VA,Cigna Health and Life Insurance Company,41921,41921VA0020002,EPO,Bronze,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,48267,6032,104,976,320,2187,906,2515,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,2172,674,41921-VA-EPO,3,3,2,3
3218,VA,Cigna Health and Life Insurance Company,41921,41921VA0020030,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,491223,53087,442,9271,473,15994,2194,33984,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,17568,4048,41921-VA-EPO,3,3,2,3
3219,VA,Cigna Health and Life Insurance Company,41921,41921VA0020003,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,93084,9717,130,2055,284,3898,1101,4304,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,3808,673,41921-VA-EPO,3,3,2,3
3220,VA,Cigna Health and Life Insurance Company,41921,41921VA0020011,EPO,Bronze,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,95858,9984,119,3269,93,2796,639,6337,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,6166,1516,41921-VA-EPO,3,3,2,3
3221,VA,Cigna Health and Life Insurance Company,41921,41921VA0020046,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3222,VA,Cigna Health and Life Insurance Company,41921,41921VA0020047,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3223,VA,Cigna Health and Life Insurance Company,41921,41921VA0020048,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3224,VA,Cigna Health and Life Insurance Company,41921,41921VA0020050,EPO,Gold,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3225,VA,Cigna Health and Life Insurance Company,41921,41921VA0020051,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3226,VA,Cigna Health and Life Insurance Company,41921,41921VA0020052,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3227,VA,Cigna Health and Life Insurance Company,41921,41921VA0020053,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3228,VA,Cigna Health and Life Insurance Company,41921,41921VA0020056,EPO,Gold,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3229,VA,Cigna Health and Life Insurance Company,41921,41921VA0020058,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3230,VA,Cigna Health and Life Insurance Company,41921,41921VA0020059,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3231,VA,Cigna Health and Life Insurance Company,41921,41921VA0020060,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3232,VA,Cigna Health and Life Insurance Company,41921,41921VA0020061,EPO,Bronze Expanded,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3233,VA,Cigna Health and Life Insurance Company,41921,41921VA0020062,EPO,Gold,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3234,VA,Cigna Health and Life Insurance Company,41921,41921VA0020063,EPO,Gold,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3235,VA,Cigna Health and Life Insurance Company,41921,41921VA0020064,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3236,VA,Cigna Health and Life Insurance Company,41921,41921VA0020065,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3237,VA,Cigna Health and Life Insurance Company,41921,41921VA0020066,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3238,VA,Cigna Health and Life Insurance Company,41921,41921VA0020067,EPO,Silver,https://www.cigna.com/individuals-families/plans-services/transparency-in-coverage,1889983,202665,585,52,8.9,13,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,0,0,41921-VA-EPO,3,3,2,3
3239,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370039,HMO,Gold,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3240,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370040,HMO,Silver,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3241,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370041,HMO,Silver,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3242,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370042,HMO,Silver,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3243,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370043,HMO,Silver,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3244,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370044,HMO,Bronze Expanded,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3245,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370045,HMO,Bronze Expanded,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3246,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370046,HMO,Bronze Expanded,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3247,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370047,HMO,Catastrophic,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3248,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370048,HMO,Silver,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3249,NH,Harvard Pilgrim Health Care of NE,59025,59025NH0370049,HMO,Bronze Expanded,https://www.harvardpilgrim.org/public/transparency,190128,43498,59,33,55.9,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,0,0,59025-NH-HMO,3,3,3,4
3250,IA,Medica Insurance Company,93078,93078IA0070029,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,10359,1835,364,152,230,0,0,1089,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,798,62,93078-IA-EPO,0,0,0,0
3251,IA,Medica Insurance Company,93078,93078IA0070013,EPO,Catastrophic,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,1423,305,86,0,34,0,0,181,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,228,67,93078-IA-EPO,0,0,0,0
3252,IA,Medica Insurance Company,93078,93078IA0080011,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,1457,324,78,23,0,0,0,218,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,62,0,93078-IA-EPO,0,0,0,0
3253,IA,Medica Insurance Company,93078,93078IA0050025,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,15266,3561,872,172,207,0,0,2310,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,431,24,93078-IA-EPO,0,0,0,0
3254,IA,Medica Insurance Company,93078,93078IA0080005,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,1664,369,63,26,28,0,0,252,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,90,24,93078-IA-EPO,0,0,0,0
3255,IA,Medica Insurance Company,93078,93078IA0070011,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,17429,3189,544,79,316,0,0,2250,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,886,134,93078-IA-EPO,0,0,0,0
3256,IA,Medica Insurance Company,93078,93078IA0080003,EPO,Silver,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,19901,3419,458,192,205,0,0,2564,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,551,57,93078-IA-EPO,0,0,0,0
3257,IA,Medica Insurance Company,93078,93078IA0080001,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,20169,4266,635,304,232,0,0,3095,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,596,45,93078-IA-EPO,0,0,0,0
3258,IA,Medica Insurance Company,93078,93078IA0060011,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,27949,4180,294,118,419,0,0,3349,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,1189,174,93078-IA-EPO,0,0,0,0
3259,IA,Medica Insurance Company,93078,93078IA0060013,EPO,Catastrophic,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,2868,307,28,0,39,0,0,232,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,250,67,93078-IA-EPO,0,0,0,0
3260,IA,Medica Insurance Company,93078,93078IA0070003,EPO,Silver,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,312541,61497,9333,2980,8271,0,0,40913,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,9561,862,93078-IA-EPO,0,0,0,0
3261,IA,Medica Insurance Company,93078,93078IA0060029,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,34282,5156,340,302,761,0,0,3753,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,1506,62,93078-IA-EPO,0,0,0,0
3262,IA,Medica Insurance Company,93078,93078IA0070001,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,384257,70822,11194,2906,7405,0,0,49316,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,12695,853,93078-IA-EPO,0,0,0,0
3263,IA,Medica Insurance Company,93078,93078IA0060001,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,388837,56787,4113,2211,5030,0,0,45433,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,11547,602,93078-IA-EPO,0,0,0,0
3264,IA,Medica Insurance Company,93078,93078IA0060003,EPO,Silver,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,420370,66277,5277,3232,7182,0,0,50586,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,11028,666,93078-IA-EPO,0,0,0,0
3265,IA,Medica Insurance Company,93078,93078IA0060005,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,45705,7628,604,399,870,0,0,5755,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,2307,311,93078-IA-EPO,0,0,0,0
3266,IA,Medica Insurance Company,93078,93078IA0080029,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,588,142,33,0,12,0,0,88,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,41,0,93078-IA-EPO,0,0,0,0
3267,IA,Medica Insurance Company,93078,93078IA0050029,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,696,173,26,0,0,0,0,141,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,35,0,93078-IA-EPO,0,0,0,0
3268,IA,Medica Insurance Company,93078,93078IA0050005,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,899,213,65,0,0,0,0,136,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,55,12,93078-IA-EPO,0,0,0,0
3269,IA,Medica Insurance Company,93078,93078IA0080013,EPO,Catastrophic,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,90,15,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,15,0,93078-IA-EPO,0,0,0,0
3270,IA,Medica Insurance Company,93078,93078IA0050011,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,912,116,0,20,0,0,0,80,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,22,0,93078-IA-EPO,0,0,0,0
3271,IA,Medica Insurance Company,93078,93078IA0050013,EPO,Catastrophic,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3272,IA,Medica Insurance Company,93078,93078IA0050003,EPO,Silver,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3273,IA,Medica Insurance Company,93078,93078IA0050035,EPO,Bronze,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3274,IA,Medica Insurance Company,93078,93078IA0060025,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3275,IA,Medica Insurance Company,93078,93078IA0060027,EPO,Silver,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3276,IA,Medica Insurance Company,93078,93078IA0060035,EPO,Bronze,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3277,IA,Medica Insurance Company,93078,93078IA0070025,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3278,IA,Medica Insurance Company,93078,93078IA0070027,EPO,Silver,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3279,IA,Medica Insurance Company,93078,93078IA0070035,EPO,Bronze,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3280,IA,Medica Insurance Company,93078,93078IA0070037,EPO,Bronze Expanded,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3281,IA,Medica Insurance Company,93078,93078IA0080035,EPO,Bronze,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
3282,IA,Medica Insurance Company,93078,93078IA0120001,EPO,Gold,https://www.medica.com/tips,1804363,307050,599,255,42.6,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0,0,93078-IA-EPO,0,0,0,0
